Index,Title,Year,Rating,Length (minutes),Rating Amount,Group,Metascore,Short Description
3234,3234. An American Crime,2007,7.2,98,38000,R,N/A,"The true story of suburban housewife Gertrude Baniszewski, who kept a teenage girl locked in the basement of her Indiana home during the 1960s."
3235,3235. The Little Mermaid,2023,7.2,135,163000,PG,59,A young mermaid makes a deal with a sea witch to trade her beautiful voice for human legs so she can discover the world above water and impress a prince.
3236,3236. His Three Daughters,2023,7.2,101,16000,R,84,"This tense, touching and funny portrait of family dynamics follows three estranged sisters as they converge in a New York apartment to care for their ailing father and try to mend their own broken relationship with one another."
3237,3237. The Virgin Suicides,1999,7.2,97,176000,R,77,"A group of male friends become obsessed with five mysterious sisters who are sheltered by their strict, religious parents in suburban Detroit in the mid 1970s."
3238,3238. The Matrix Reloaded,2003,7.2,138,646000,R,62,"Freedom fighters Neo, Trinity and Morpheus continue to lead the revolt against the Machine Army, unleashing their arsenal of extraordinary skills and weaponry against the systematic forces of repression and exploitation."
3239,3239. The Phantom of the Opera,2004,7.2,143,133000,PG-13,40,A young soprano becomes the obsession of a disfigured and murderous musical genius who lives beneath the Paris Opéra House.
3240,3240. Gosford Park,2001,7.2,137,97000,R,90,"Set in the 1930s, a group of pretentious rich and famous get together for a weekend of relaxation at a hunting resort. But when a murder occurs, each one of these interesting characters becomes a suspect."
3241,3241. Meet Joe Black,1998,7.2,178,275000,PG-13,43,"Death, who takes the form of a young man killed in an accident, asks a media mogul to act as his guide to teach him about life on Earth and, in the process, he falls in love with the mogul's daughter."
3242,3242. Moonstruck,1987,7.2,102,72000,PG,83,"Loretta Castorini, a bookkeeper from Brooklyn, New York, finds herself in a difficult situation when she falls for the brother of the man she has agreed to marry."
3243,3243. A Quiet Place Part II,2020,7.2,97,298000,PG-13,71,"Following the events at home, the Abbott family now face the terrors of the outside world. Forced to venture into the unknown, they realize the creatures that hunt by sound are not the only threats lurking beyond the sand path."
3244,3244. 10 Cloverfield Lane,2016,7.2,103,367000,PG-13,76,A young woman is held in an underground bunker by a man who insists that a hostile event has left the surface of the Earth uninhabitable.
3245,3245. The Patriot,2000,7.2,165,301000,R,63,Peaceful farmer Benjamin Martin is driven to lead the Colonial Militia during the American Revolution when a sadistic British officer murders his son.
3246,3246. Cold Mountain,2003,7.2,154,159000,R,73,"In the waning days of the American Civil War, a wounded soldier embarks on a perilous journey back home to Cold Mountain, North Carolina to reunite with his sweetheart."
3247,3247. The Man from U.N.C.L.E.,2015,7.2,116,344000,PG-13,56,"In the early 1960s, CIA agent Napoleon Solo and KGB operative Illya Kuryakin participate in a joint mission against a mysterious criminal organization, which is working to proliferate nuclear weapons."
3248,3248. King Kong,2005,7.2,187,456000,PG-13,81,"A greedy film producer assembles a team of moviemakers and sets out for the infamous Skull Island, where they find more than just cannibalistic natives."
3249,3249. Coherence,2013,7.2,89,156000,Not Rated,65,Strange things begin to happen when a group of friends gather for a dinner party on an evening when a comet is passing overhead.
3250,3250. A.I. Artificial Intelligence,2001,7.2,146,329000,PG-13,65,"A highly advanced robotic boy longs to become ""real"" so that he can regain the love of his human mother."
3251,3251. American Hustle,2013,7.2,138,507000,R,90,"A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild F.B.I. Agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and the Mafia."
3252,3252. Closer,2004,7.2,104,242000,R,65,The relationships of two couples become complicated and deceitful when the man from one couple meets the woman of the other.
3253,3253. Pat Garrett & Billy the Kid,1973,7.2,122,22000,R,53,Pat Garrett is hired as a lawman on behalf of a group of wealthy New Mexico cattle barons to bring down his old friend Billy the Kid.
3254,3254. The Descent,2005,7.2,99,257000,R,71,"A caving expedition goes horribly wrong, as the explorers become trapped and ultimately pursued by a strange breed of predators."
3255,3255. The Ballad of Buster Scruggs,2018,7.2,133,174000,R,79,"Six tales of life and violence in the Old West, following a singing gunslinger, a bank robber, a traveling impresario, an elderly prospector, a wagon train, and a perverse pair of bounty hunters."
3256,3256. Chicago,2002,7.2,113,248000,PG-13,81,"Two death-row murderesses develop a fierce rivalry while competing for publicity, celebrity, and a sleazy lawyer's attention."
3257,3257. GoldenEye,1995,7.2,130,276000,PG-13,65,"When a powerful secret defense system is stolen, James Bond is assigned to stop a Russian crime syndicate from using it."
3258,3258. The Road,2009,7.2,111,261000,R,64,"In a dangerous post-apocalyptic world, an ailing father defends his son as they slowly travel to the sea."
3259,3259. Sunshine,2007,7.2,107,274000,R,64,A team of international astronauts is sent on a dangerous mission to reignite the dying Sun with a nuclear fission bomb in 2057.
3260,3260. Friday,1995,7.2,91,129000,R,54,"It's Friday, and Craig and Smokey must come up with $200 they owe a local bully or there won't be a Saturday."
3261,3261. Insomnia,2002,7.2,118,327000,R,78,"Will Dormer, a police detective, is sent to investigate a teenage girl's murder to a small fishing town where he accidentally shoots his co-detective and is afflicted by insomnia brought by the guilt."
3262,3262. Red Dragon,2002,7.2,124,300000,R,60,"A retired FBI agent with psychological gifts is assigned to help track down ""The Tooth Fairy"", a mysterious serial killer. Aiding him is imprisoned forensic psychiatrist Dr. Hannibal ""The Cannibal"" Lecter."
3263,3263. I Am Legend,2007,7.2,101,840000,PG-13,65,"Years after a plague kills most of humanity and transforms the rest into monsters, the sole survivor in New York City struggles valiantly to find a cure."
3264,3264. Silence,2016,7.2,161,126000,R,79,"In the 17th century, two Portuguese Jesuit priests travel to Japan in an attempt to locate their mentor, who is rumored to have committed apostasy, and to propagate Catholicism."
3265,3265. Caddyshack,1980,7.2,98,130000,R,48,An exclusive golf course has to deal with a flatulent new member and a destructive dancing gopher.
3266,3266. Dawn of the Dead,2004,7.2,101,279000,R,59,"A nurse, a policeman, a young married couple, a salesman and other survivors of a worldwide plague that is producing aggressive, flesh-eating zombies, take refuge in a mega Midwestern shopping mall."
3267,3267. Unbroken,2014,7.2,137,189000,PG-13,59,"After a near-fatal plane crash in WWII, Olympian Louis Zamperini spends a harrowing 47 days in a raft with two fellow crewmen before he's caught by the Japanese navy and sent to a prisoner-of-war camp."
3268,3268. 8 Mile,2002,7.2,110,333000,R,77,"Follows a young rapper in the Detroit area, struggling with every aspect of his life; he wants to make it big but his friends and foes make this odyssey of rap harder than it may seem."
3269,3269. Natural Born Killers,1994,7.2,119,258000,R,74,Two victims of traumatized childhoods become lovers and psychopathic serial murderers irresponsibly glorified by the mass media.
3270,3270. Teenage Mutant Ninja Turtles: Mutant Mayhem,2023,7.2,99,71000,PG,74,The Turtle brothers work to earn the love of New York City while facing down an army of mutants.
3271,3271. Willow,1988,7.2,126,133000,PG,47,A young farmer is chosen to undertake a perilous journey in order to protect a special baby from an evil queen.
3272,3272. Dr. No,1962,7.2,110,184000,PG,78,A resourceful British government agent seeks answers in a case involving the disappearance of a colleague and the disruption of the American space program.
3273,3273. Five Feet Apart,2019,7.2,116,89000,PG-13,53,"Stella spends most of her time in the hospital as a cystic fibrosis patient. Her life is full of routines, boundaries and self-control -- all of which get put to the test when she meets Will, a charming boy who has the same illness."
3274,3274. Bridge to Terabithia,2007,7.2,96,180000,PG,74,"Leslie and Jess create the secret kingdom of Terabithia, a land of monsters, trolls, ogres and giants where they spend their free time ruling as king and queen and fighting evil creatures."
3275,3275. Big Trouble in Little China,1986,7.2,99,159000,PG-13,53,A rough-and-tumble trucker and his sidekick face off with an ancient sorcerer in a supernatural battle beneath Chinatown.
3276,3276. The Princess and the Frog,2009,7.2,97,175000,G,73,"A waitress desperate to fulfill her dreams as a restaurant owner is set on a journey to turn a frog prince back into a human, but she has to face the same problem after she kisses him."
3277,3277. Ant-Man,2015,7.2,117,742000,PG-13,64,"Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, pull off a plan that will save the world."
3278,3278. Enter the Void,2009,7.2,161,91000,Not Rated,69,"An American drug dealer living in Tokyo is betrayed by his best friend and killed in a drug deal. His soul, observing the repercussions of his death, seeks resurrection."
3279,3279. They Live,1988,7.2,94,152000,R,55,They influence our decisions without us knowing it. They numb our senses without us feeling it. They control our lives without us realizing it. They live.
3280,3280. The Butler,2013,7.2,132,121000,PG-13,65,"As Cecil Gaines serves eight presidents during his tenure as a butler at the White House, the civil rights movement, Vietnam, and other major events affect this man's life, family, and American society."
3281,3281. Tremors,1990,7.2,96,156000,PG-13,65,Natives of a small isolated town defend themselves against strange underground creatures which are killing them one by one.
3282,3282. The Prince of Egypt,1998,7.2,99,152000,PG,64,Egyptian Prince Moses learns of his identity as a Hebrew and his destiny to become the chosen deliverer of his people.
3283,3283. The Outfit,2022,7.2,105,79000,R,69,An expert cutter must outwit a dangerous group of mobsters in order to survive a fateful night.
3284,"3284. Good Luck to You, Leo Grande",2022,7.2,97,41000,R,78,"Nancy Stokes, a retired school teacher, is yearning for some adventure, and some sex. And she has a plan, which involves hiring a young sex worker named Leo Grande."
