Title,Year,Rating,Length (mins),Rating Amount,Group,Metascore,Short Description,Directors,Star 1,Star 2,Star 3,Genre 1,Genre 2,Genre 3,KMeans Cluster,Agglomerative Cluster
Witness for the Prosecution,0.3796296296296297,0.5263157894736836,0.1141732283464566,0.045819397993311,U,0.6666666666666667,A veteran British barrister must defend his client in a murder trial that has surprise after surprise.,Ertem Egilmez,Münir Özkul, Kemal Sunal, Halit Akçatepe,Comedy,,,0,2
Paths of Glory,0.3796296296296297,0.5263157894736836,0.0590551181102362,0.071571906354515,PG,0.8611111111111112,A colonel defends three of his soldiers in a court-martial after they abandon a suicidal attack.,David Fincher,Morgan Freeman, Brad Pitt, Kevin Spacey,Crime, Drama, Mystery,0,2
High and Low,0.4351851851851833,0.5263157894736836,0.1673228346456693,0.0160535117056856,12,0.8611111111111112,An executive of a Yokohama shoe company becomes a victim of extortion when his chauffeur's son is kidnapped by mistake and held for ransom.,Jonathan Demme,Jodie Foster, Anthony Hopkins, Scott Glenn,Crime, Drama, Thriller,0,0
Samsara,0.8796296296296298,0.5263157894736836,0.0866141732283464,0.0096989966555183,12A,0.5138888888888888,"Filmed over nearly five years in twenty-five countries on five continents, and shot on seventy-millimetre film, Samsara transports us to the varied worlds of sacred grounds, disaster zones, industrial complexes, and natural wonders.",Frank Darabont,Tom Hanks, Michael Clarke Duncan, David Morse,Crime, Drama, Fantasy,0,0
The Salt of the Earth,0.9074074074074084,0.5263157894736836,0.1023622047244094,0.0046822742474916,12,0.7638888888888888,"The life and work of photographer Sebastião Salgado, who has spent forty years documenting societies in hidden corners of the world.",James Cameron,Arnold Schwarzenegger, Linda Hamilton, Edward Furlong,Action, Adventure, Sci-Fi,0,2
The Cove,0.8611111111111107,0.5263157894736836,0.0669291338582677,0.0140468227424749,12A,0.7777777777777777,"Using state-of-the-art equipment, a group of activists, led by renowned dolphin trainer Ric O'Barry, infiltrate a cove near Taijii, Japan to expose both a shocking instance of animal abuse and a serious threat to human health.",Hayao Miyazaki,Daveigh Chase, Suzanne Pleshette, Miyu Irino,Animation, Adventure, Family,0,2
Black Friday,0.8148148148148131,0.5263157894736836,0.1673228346456693,0.0043478260869565,18,0.6666666666666667,"A film about the investigations following the 1993 serial Bombay bomb blasts, told through the different stories of the people involved --police, conspirators, victims, middlemen.",Bilal Lashari,Fawad Khan, Mahira Khan, Hamza Ali Abbasi,Action, Drama, Fantasy,0,2
Oppenheimer,0.9907407407407404,0.4736842105263155,0.2401574803149606,0.2816053511705685,15,0.8611111111111112,"A dramatization of the life story of J. Robert Oppenheimer, the physicist who had a large hand in the development of the atomic bombs that brought an end to World War II.",Ridley Scott,Russell Crowe, Joaquin Phoenix, Connie Nielsen,Action, Adventure, Drama,0,0
Requiem for a Dream,0.7777777777777786,0.4736842105263155,0.0866141732283464,0.3073578595317726,18,0.5972222222222222,The drug-induced utopias of four Coney Island people are shattered when their addictions run deep.,Denis Villeneuve,Timothée Chalamet, Zendaya, Rebecca Ferguson,Action, Adventure, Drama,0,2
Heat,0.731481481481481,0.4736842105263155,0.2204724409448819,0.2461538461538461,15,0.6666666666666667,A group of high-end professional thieves start to feel the heat from the LAPD when they unknowingly leave a verbal clue at their latest heist.,Bong Joon Ho,Song Kang-ho, Lee Sun-kyun, Cho Yeo-jeong,Drama, Thriller,,0,0
Eternal Sunshine of the Spotless Mind,0.8148148148148131,0.4736842105263155,0.0984251968503937,0.3645484949832776,15,0.8472222222222221,"When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories forever.",Christopher Nolan,Christian Bale, Hugh Jackman, Scarlett Johansson,Drama, Mystery, Sci-Fi,0,2
The Sting,0.5277777777777786,0.4736842105263155,0.139763779527559,0.0929765886287625,PG,0.7638888888888888,Two grifters team up to pull off the ultimate con.,Quentin Tarantino,Jamie Foxx, Christoph Waltz, Leonardo DiCaprio,Comedy, Drama, Western,0,2
American Beauty,0.768518518518519,0.4736842105263155,0.1259842519685039,0.3979933110367893,18,0.7777777777777777,A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,Ridley Scott,Sigourney Weaver, Tom Skerritt, John Hurt,Horror, Sci-Fi,,0,2
Incendies,0.8703703703703702,0.4736842105263155,0.1437007874015748,0.0709030100334448,15,0.7222222222222223,Twins journey to the Middle East to discover their family history and fulfill their mother's last wishes.,Damien Chazelle,Miles Teller, J.K. Simmons, Melissa Benoist,Drama, Music,,0,2
Scarface,0.6203703703703702,0.4736842105263155,0.2204724409448819,0.3150501672240803,18,0.5138888888888888,"In the 1980s, a determined criminal-minded Cuban immigrant becomes the biggest drug smuggler in Miami, and is eventually undone by his own drug addiction.",Bryan Singer,Kevin Spacey, Gabriel Byrne, Chazz Palminteri,Crime, Drama, Mystery,0,2
Good Will Hunting,0.75,0.4736842105263155,0.1338582677165354,0.3645484949832776,15,0.5972222222222222,"Will Hunting, a janitor at MIT, has a gift for mathematics, but needs help from a psychologist to find direction in his life.",Robert Zemeckis,Michael J. Fox, Christopher Lloyd, Lea Thompson,Adventure, Comedy, Sci-Fi,0,2
Oldboy,0.8055555555555536,0.4736842105263155,0.1220472440944882,0.2204013377926421,18,0.6944444444444444,"After being kidnapped and imprisoned for fifteen years, Oh Dae-Su is released, only to find that he must track down his captor in five days.",Luc Besson,Jean Reno, Gary Oldman, Natalie Portman,Action, Crime, Drama,0,2
Braveheart,0.731481481481481,0.4736842105263155,0.2362204724409448,0.3645484949832776,15,0.5555555555555556,Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.,Tony Kaye,Edward Norton, Edward Furlong, Beverly D'Angelo,Crime, Drama,,0,2
Judgment at Nuremberg,0.4166666666666643,0.4736842105263155,0.2381889763779527,0.0267558528428093,PG,0.4444444444444444,"Fictionalized depiction of the 1947 Judges' Trial, the third of twelve trials of Nazi war criminals conducted by the American occupying forces in Nuremberg, Germany, in which former judges of Nazi Germany were tried for their actions.",Roman Polanski,Adrien Brody, Thomas Kretschmann, Frank Finlay,Biography, Drama, Music,2,0
2001: A Space Odyssey,0.4814814814814809,0.4736842105263155,0.1791338582677165,0.2461538461538461,U,0.7777777777777777,"When a mysterious artifact is uncovered on the Moon, a spacecraft manned by two humans and one supercomputer is sent to Jupiter to find its origins.","Roger Allers, Rob Minkoff",Matthew Broderick, Jeremy Irons, James Earl Jones,Animation, Adventure, Drama,0,2
Joker,0.9537037037037024,0.4736842105263155,0.1259842519685039,0.5317725752508361,15,0.4305555555555556,"Arthur Fleck, a party clown and a failed stand-up comedian, leads an impoverished life with his ailing mother. However, when society shuns him and brands him as a freak, he decides to embrace the life of chaos in Gotham City.","Joaquim Dos Santos, Kemp Powers, Justin K. Thompson",Shameik Moore, Hailee Steinfeld, Brian Tyree Henry,Animation, Action, Adventure,0,2
The Hunt,0.8888888888888893,0.4736842105263155,0.1122047244094488,0.1247491638795986,15,0.6805555555555556,"A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.",Sergio Leone,Henry Fonda, Charles Bronson, Claudia Cardinale,Drama, Western,,0,2
Reservoir Dogs,0.7037037037037024,0.4736842105263155,0.0807086614173228,0.3645484949832776,18,0.7361111111111112,"When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant.",Isao Takahata,Tsutomu Tatsumi, Ayano Shiraishi, Akemi Yamaguchi,Animation, Drama, War,0,2
Once Upon a Time in America,0.6296296296296298,0.4736842105263155,0.3366141732283464,0.1274247491638796,18,0.6527777777777777,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan 35 years later, where he must once again confront the ghosts and regrets of his old life.",Michael Curtiz,Humphrey Bogart, Ingrid Bergman, Paul Henreid,Drama, Romance, War,0,0
Toy Story,0.731481481481481,0.4736842105263155,0.0452755905511811,0.3645484949832776,PG,0.9444444444444444,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,Alfred Hitchcock,Anthony Perkins, Janet Leigh, Vera Miles,Horror, Mystery, Thriller,0,2
Singin' in the Rain,0.3333333333333321,0.4736842105263155,0.0885826771653543,0.0869565217391304,U,0.9861111111111112,A silent film star falls for a chorus girl just as he and his delusionally jealous screen partner are trying to make the difficult transition to talking pictures in 1920s Hollywood.,"Olivier Nakache, Éric Toledano",François Cluzet, Omar Sy, Anne Le Ny,Comedy, Drama,,0,0
Hamilton,0.962962962962962,0.4736842105263155,0.2007874015748031,0.0384615384615384,12,0.8333333333333333,"The real life of one of America's foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast.",Alfred Hitchcock,James Stewart, Grace Kelly, Wendell Corey,Drama, Mystery, Thriller,0,0
Star Wars: Episode VI - Return of the Jedi,0.6203703703703702,0.4736842105263155,0.1437007874015748,0.3979933110367893,PG,0.4166666666666666,"After rescuing Han Solo from Jabba the Hutt, the Rebel Alliance attempts to destroy the second Death Star while Luke struggles to help Darth Vader back from the dark side.",Giuseppe Tornatore,Philippe Noiret, Enzo Cannavale, Antonella Attili,Drama, Romance,,0,2
Amélie,0.7870370370370345,0.4736842105263155,0.1259842519685039,0.268561872909699,15,0.5833333333333334,"Despite being caught in her imaginative world, young waitress Amelie decides to help people find happiness. Her quest to spread joy leads her on a journey during which she finds true love.",Kurt Kuenne,Kurt Kuenne, Andrew Bagby, David Bagby,Documentary, Biography, Crime,0,2
Lawrence of Arabia,0.4259259259259238,0.4736842105263155,0.3326771653543307,0.105685618729097,PG,1.0,"The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks.",Charles Chaplin,Charles Chaplin, Paulette Goddard, Henry Bergman,Comedy, Drama, Romance,0,2
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,0.4444444444444428,0.4736842105263155,0.0728346456692913,0.1752508361204013,PG,0.9583333333333331,"A mentally unstable American general orders a hydrogen bomb attack on the Soviet Union, triggering a path to global nuclear holocaust that a war room full of politicians and generals frantically tries to stop.",Charles Chaplin,Charles Chaplin, Virginia Cherrill, Florence Lee,Comedy, Drama, Romance,0,0
Up,0.8611111111111107,0.4736842105263155,0.0748031496062992,0.3979933110367893,U,0.8333333333333333,"78-year-old Carl Fredricksen travels to South America in his house equipped with balloons, inadvertently taking a young stowaway.",Mstyslav Chernov,Liudmyla Amelkina, Mstyslav Chernov, Roman Golovanov,Documentary, War,,0,2
Princess Mononoke,0.75,0.4736842105263155,0.1476377952755905,0.1481605351170568,PG,0.6666666666666667,"On a journey to find the cure for a Tatarigami's curse, Ashitaka finds himself in the middle of a war between the forest gods and Tatara, a mining colony. In this quest he also meets San, the Mononoke Hime.",Ron Fricke,Patrick Disanto,,,Documentary,,,0,2
Toy Story 3,0.8703703703703702,0.4736842105263155,0.0885826771653543,0.3050167224080267,PG,0.8888888888888888,"The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.",Asif Kapadia,Ayrton Senna, Reginaldo Leme, John Bisignano,Documentary, Biography, Sport,0,2
Metropolis,0.1018518518518512,0.4736842105263155,0.187007874015748,0.0608695652173913,PG,0.972222222222222,"In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working-class prophet who predicts the coming of a savior to mediate their differences.",Hanu Raghavapudi,Dulquer Salmaan, Mrunal Thakur, Rashmika Mandanna,Action, Drama, Mystery,0,0
Vertigo,0.3888888888888893,0.4736842105263155,0.1377952755905512,0.1441471571906354,PG,1.0,"A former San Francisco police detective juggles wrestling with his personal demons and becoming obsessed with the hauntingly beautiful woman he has been hired to trail, who may be deeply disturbed.",Marco Tullio Giordana,Luigi Lo Cascio, Alessio Boni, Jasmine Trinca,Drama, Romance,,0,0
Citizen Kane,0.2314814814814809,0.4736842105263155,0.1200787401574803,0.1565217391304348,A,1.0,"Following the death of publishing tycoon Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance: 'Rosebud.'",Vivek Agnihotri,Mithun Chakraborty, Anupam Kher, Darshan Kumaar,Drama,,,0,0
The Apartment,0.4074074074074083,0.4736842105263155,0.1318897637795275,0.0655518394648829,PG,0.9166666666666669,"A Manhattan insurance clerk tries to rise in his company by letting its executives use his apartment for trysts, but office politics and his own romantic hopes complicate matters.",C. Prem Kumar,Vijay Sethupathi, Trisha Krishnan, Adithya Bhaskar,Drama, Romance,,0,0
To Kill a Mockingbird,0.4259259259259238,0.4736842105263155,0.139763779527559,0.1107023411371237,PG,0.8333333333333333,A widowed lawyer in Depression-era Alabama defends a black man against a false rape charge while teaching his young children about the sad reality of prejudice.,Madhu C. Narayanan,Shane Nigam, Soubin Shahir, Fahadh Faasil,Comedy, Drama, Romance,0,2
Double Indemnity,0.2592592592592595,0.4736842105263155,0.0964566929133858,0.054515050167224,A,0.9305555555555556,"An insurance representative is seduced by a dissatisfied housewife into a scheme of insurance fraud and murder that arouses the suspicion of his colleague, a claims investigator.",Jacques Becker,André Bervil, Jean Keraudy, Michel Constantin,Crime, Drama, Thriller,0,0
North by Northwest,0.3981481481481488,0.4736842105263155,0.1535433070866141,0.1163879598662207,PG,0.972222222222222,"A New York City advertising executive goes on the run after being mistaken for a government agent by a group of foreign spies, and falls for a woman whose loyalties he begins to doubt.",Hasan Fathi,Parsa Pirouzfar, Shahab Hosseini, Hande Erçel,Drama, History, Romance,0,0
A Separation,0.8796296296296298,0.4736842105263155,0.1279527559055118,0.085953177257525,PG,0.9305555555555556,A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer's disease.,"Waad Al-Kateab, Edward Watts",Waad Al-Kateab, Sama Al-Khateab, Hamza Al-Khateab,Documentary, Biography, War,0,0
Ikiru,0.3333333333333321,0.4736842105263155,0.1673228346456693,0.0284280936454849,PG,0.8888888888888888,A bureaucrat tries to find meaning in his life after he discovers he has terminal cancer.,Pa. Ranjith,Arya, Pasupathy, John Kokken,Action, Drama, Sport,0,0
The Rescue,0.9722222222222214,0.4736842105263155,0.0964566929133858,0.0040133779264214,12A,0.7777777777777777,"A chronicle of the enthralling, against-all-odds story that transfixed the world in 2018: the daring rescue of twelve boys and their coach from deep inside a flooded cave in Northern Thailand.",Hrishikesh Mukherjee,Amol Palekar, Utpal Dutt, Bindiya Goswami,Comedy, Romance,,0,2
