Index,Title,Year,Rating,Length (mins),Rating Amount,Group,Metascore,Short Description,Directors,Stars,Genres
1238.0,Gangaajal,2003.0,7.8,157.0,19000.0,15,,"An IPS officer motivates and leads a dysfunctional, corrupt police force of Tezpur to fight against the corrupt politician.",Alain Resnais,"Emmanuelle Riva, Eiji Okada, Stella Dassas","Drama, Romance"
1239.0,Anora,2024.0,7.7,139.0,92000.0,18,91.0,"A young escort from Brooklyn meets and impulsively marries the son of a Russian oligarch. Once the news reaches Russia, her fairy tale is threatened as his parents set out for New York to get the marriage annulled.",John Frankenheimer,"Burt Lancaster, Karl Malden, Thelma Ritter","Biography, Crime, Drama"
1240.0,The Goonies,1985.0,7.7,114.0,310000.0,12A,62.0,A group of young misfits called The Goonies discover an ancient map and set out on an adventure to find a legendary pirate's long-lost treasure.,Claude Barras,"Gaspard Schlatter, Sixtine Murat, Paulin Jaccoud","Animation, Comedy, Drama"
1241.0,Sing Sing,2023.0,7.7,107.0,12000.0,15,83.0,"Divine G, imprisoned at Sing Sing for a crime he didn't commit, finds purpose by acting in a theatre group alongside other incarcerated men in this story of resilience, humanity, and the transformative power of art.",William Dieterle,"Charles Laughton, Maureen O'Hara, Cedric Hardwicke","Drama, Romance"
1242.0,Blue Velvet,1986.0,7.7,120.0,228000.0,18,75.0,"The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child.","Satoshi Kon, Kô Matsuo","Miyoko Shôji, Shôzô Îzuka, Mami Koyama","Animation, Drama, Fantasy"
1243.0,Harry Potter and the Philosopher's Stone,2001.0,7.7,152.0,895000.0,PG,65.0,"An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world.",Asif Kapadia,"Amy Winehouse, Mitch Winehouse, Mark Ronson","Documentary, Biography, Music"
1244.0,Mission: Impossible - Dead Reckoning Part One,2023.0,7.7,163.0,277000.0,12A,81.0,Ethan Hunt and his IMF team must track down a dangerous weapon before it falls into the wrong hands.,"Melvin Frank, Norman Panama","Danny Kaye, Glynis Johns, Basil Rathbone","Adventure, Comedy, Family"
1245.0,Kingsman: The Secret Service,2014.0,7.7,129.0,745000.0,15,60.0,"A spy organisation recruits a promising street kid into the agency's training program, while a global threat emerges from a twisted tech genius.",Anna Muylaert,"Regina Casé, Helena Albergaria, Michel Joelsas","Comedy, Drama"
1246.0,Sense and Sensibility,1995.0,7.7,136.0,130000.0,U,84.0,"Rich Mr. Dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. The older two daughters are the title opposites.",Imtiaz Ali,"Diljit Dosanjh, Parineeti Chopra, Apinderdeep Singh","Biography, Drama, Music"
1247.0,Sicario,2015.0,7.7,121.0,500000.0,15,82.0,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,Ang Lee,"Sihung Lung, Kuei-Mei Yang, Wang Yu-wen","Comedy, Drama, Romance"
1248.0,Wind River,2017.0,7.7,107.0,293000.0,15,73.0,"A wildlife officer, who is haunted by a tragedy that happened because of him, teams up with an FBI agent in solving a murder of a young woman on a Wyoming Native American reservation and hopes to get redemption from his past regrets.",Brian Henson,"Michael Caine, Dave Goelz, Steve Whitmire","Comedy, Drama, Family"
1249.0,Harry Potter and the Goblet of Fire,2005.0,7.7,157.0,710000.0,12A,81.0,"Harry Potter finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares.",Ernst Lubitsch,"Greta Garbo, Melvyn Douglas, Ina Claire","Comedy, Romance"
1250.0,Blue Is the Warmest Colour,2013.0,7.7,180.0,167000.0,18,90.0,"Adèle's life is changed when she meets Emma, a young woman with blue hair, who will allow her to discover desire and to assert herself as a woman and as an adult. In front of others, Adèle grows, seeks herself, loses herself, and ultimately finds herself through love and loss.",Jean-Luc Godard,"Anna Karina, Sady Rebbot, André S. Labarthe",Drama
1251.0,Airplane!,1980.0,7.7,88.0,271000.0,PG,78.0,"After the crew becomes sick with food poisoning, a neurotic ex-fighter pilot must safely land a commercial airplane full of passengers.",Sanjay Leela Bhansali,"Alia Bhatt, Shantanu Maheshwari, Vijay Raaz","Biography, Crime, Drama"
1252.0,The Count of Monte Cristo,2002.0,7.7,131.0,153000.0,PG,61.0,"A young man, falsely imprisoned by his jealous ""friend"", escapes and uses a hidden treasure to exact his revenge.",Joseph Losey,"Dirk Bogarde, Sarah Miles, Wendy Craig",Drama
1253.0,The Hangover,2009.0,7.7,100.0,876000.0,18,73.0,Three buddies wake up from a bachelor party in Las Vegas with no memory of the previous night and the bachelor missing. They must make their way around the city in order to find their friend in time for his wedding.,Blake Edwards,"Jack Lemmon, Lee Remick, Charles Bickford",Drama
1254.0,Y tu mamá también,2001.0,7.7,106.0,133000.0,18,89.0,"In Mexico, two teenage boys and an older woman embark on a road trip and learn a thing or two about life and each other.",Ciro Guerra,"Nilbio Torres, Jan Bijvoet, Antonio Bolívar","Adventure, Biography, Drama"
1255.0,Zodiac,2007.0,7.7,157.0,628000.0,15,79.0,"Between 1968 and 1983, a San Francisco cartoonist becomes an amateur detective obsessed with tracking down the Zodiac Killer, an unidentified individual who terrorizes Northern California with a killing spree.","Rajesh Bhatia, Laxman Utekar","Kriti Sanon, Evelyn Edwards, Pankaj Tripathi","Comedy, Drama"
1256.0,Home Alone,1990.0,7.7,103.0,690000.0,PG,63.0,"An eight-year-old troublemaker, mistakenly left home alone, must defend his home against a pair of burglars on Christmas Eve.",John Frankenheimer,"Burt Lancaster, Kirk Douglas, Fredric March","Drama, Thriller"
1257.0,Captain America: The Winter Soldier,2014.0,7.7,136.0,925000.0,12A,70.0,"As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier.",Woody Allen,"Martin Landau, Woody Allen, Bill Bernstein","Comedy, Drama"
1258.0,Black Hawk Down,2001.0,7.7,144.0,435000.0,15,74.0,"The story of 160 elite U.S. soldiers who dropped into Mogadishu in October 1993 to capture two top lieutenants of a renegade warlord, but found themselves in a desperate battle with a large force of heavily armed Somalis.","Michael Radford, Massimo Troisi","Massimo Troisi, Philippe Noiret, Maria Grazia Cucinotta","Biography, Comedy, Drama"
1259.0,Silver Linings Playbook,2012.0,7.7,122.0,756000.0,15,81.0,"After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own.",Kabir Khan,"Kartik Aaryan, Vijay Raaz, Bhuvan Arora","Action, Biography, Drama"
1260.0,The Boy in the Striped Pyjamas,2008.0,7.7,94.0,259000.0,12A,55.0,"Through the innocent eyes of Bruno, the eight-year-old son of the commandant at a German concentration camp, a forbidden friendship with a Jewish boy on the other side of the camp fence has startling and unexpected consequences.",Billy Wilder,"James Cagney, Horst Buchholz, Pamela Tiffin",Comedy
1261.0,Taken,2008.0,7.7,90.0,651000.0,PG-13,51.0,"A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris.","Stéphane Aubier, Vincent Patar, Benjamin Renner","Lambert Wilson, Pauline Brunner, Anne-Marie Loop","Animation, Adventure, Comedy"
1262.0,Ex Machina,2014.0,7.7,108.0,612000.0,15,78.0,A young programmer is selected to participate in a ground-breaking experiment in synthetic intelligence by evaluating the human qualities of a highly advanced humanoid A.I.,"Albert Maysles, David Maysles, Charlotte Zwerin","Mick Jagger, Keith Richards, Mick Taylor","Documentary, Music, Thriller"
1263.0,Godzilla Minus One,2023.0,7.7,124.0,165000.0,12A,81.0,"Post-war Japan is at its lowest point when a new crisis emerges in the form of a giant monster, baptized in the horrific power of the atomic bomb.",Akira Kurosawa,"Toshirô Mifune, Takashi Shimura, Keiko Awaji","Crime, Drama, Mystery"
1264.0,500 Days of Summer,2009.0,7.7,95.0,583000.0,12A,76.0,"After being dumped by the girl he believes to be his soulmate, hopeless romantic Tom Hansen reflects on their relationship to try and figure out where things went wrong and how he can win her back.",Thomas Jahn,"Til Schweiger, Jan Josef Liefers, Thierry van Werveke","Action, Crime, Comedy"
1265.0,Ocean's Eleven,2001.0,7.7,116.0,639000.0,12,74.0,"Danny Ocean, a gangster, rounds up a gang of associates to stage a sophisticated and elaborate casino heist which involves robbing three Las Vegas casinos simultaneously during a popular boxing event.",Imtiaz Ali,"Ranbir Kapoor, Nargis Fakhri, Shammi Kapoor","Drama, Music, Romance"
1266.0,Tangled,2010.0,7.7,100.0,514000.0,PG,71.0,"The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.",Robert Kenner,"Michael Pollan, Eric Schlosser, Richard Lobb","Documentary, News"
1267.0,Mission: Impossible - Fallout,2018.0,7.7,147.0,391000.0,12A,87.0,"A group of terrorists plans to detonate three plutonium cores for a simultaneous nuclear attack on different cities. Ethan Hunt, along with his IMF team, sets out to stop the carnage.",Saeed Roustayi,"Payman Maadi, Navid Mohammadzadeh, Parinaz Izadyar","Action, Crime, Drama"
1268.0,Brokeback Mountain,2005.0,7.7,134.0,397000.0,15,87.0,"Two shepherds fall for each other, but their relationship becomes complicated when they both get married to their respective girlfriends.",Louie Psihoyos,"James Wilks, Arnold Schwarzenegger, Patrik Baboumian","Documentary, Sport"
1269.0,Mulan,1998.0,7.7,87.0,328000.0,U,72.0,"To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process.",Wim Wenders,"Yella Rottländer, Rüdiger Vogler, Lisa Kreuzer",Drama
1270.0,The Banshees of Inisherin,2022.0,7.7,114.0,273000.0,15,87.0,"Two lifelong friends find themselves at an impasse when one abruptly ends their relationship, with alarming consequences for both of them.",Toshiyuki Kubooka,"Hiroaki Iwanaga, Takahiro Sakurai, Toa Yukinari","Animation, Action, Adventure"
1271.0,Lost in Translation,2003.0,7.7,102.0,507000.0,15,91.0,A fading movie star falls for a lonely young woman in Tokyo.,David Gelb,"Jiro Ono, Yoshikazu Ono, Masuhiro Yamamoto",Documentary
1272.0,The Game,1997.0,7.7,129.0,448000.0,15,63.0,"After a wealthy San Francisco banker is given an opportunity to participate in a mysterious game, his life is turned upside down as he begins to question if it might really be a concealed conspiracy to destroy him.",Federico Fellini,"Alberto Sordi, Franco Fabrizi, Franco Interlenghi","Comedy, Drama"
1273.0,When Harry Met Sally,1989.0,7.7,95.0,253000.0,15,76.0,"Harry and Sally have known each other for years, and are very good friends, but they fear sex would ruin the friendship.",Jean-Marc Vallée,"Michel Côté, Marc-André Grondin, Danielle Proulx","Comedy, Drama"
1274.0,A Few Good Men,1992.0,7.7,138.0,299000.0,15,62.0,A military lawyer is tasked with defending two US Marines charged with murdering a fellow Marine and intends to prove they were only following their base commander's orders.,Éric Rohmer,"Jean-Louis Trintignant, Françoise Fabian, Marie-Christine Barrault","Comedy, Drama, Romance"
1275.0,Harry Potter and the Deathly Hallows: Part 1,2010.0,7.7,146.0,624000.0,12A,65.0,"Harry Potter is tasked with the dangerous and seemingly impossible task of locating and destroying Voldemort's remaining Horcruxes. Harry must rely on Ron and Hermione more than ever, but dark forces threaten to tear them apart.",Nora Fingscheidt,"Helena Zengel, Albrecht Schuch, Gabriela Maria Schmeide",Drama
1276.0,Bonnie and Clyde,1967.0,7.7,111.0,124000.0,X,86.0,"Bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.",Sunao Katabuchi,"Non, Ava Pickard, Kenna Pickard","Animation, Drama, History"
1277.0,Primal Fear,1996.0,7.7,129.0,256000.0,18,47.0,"The murder of a high and mighty archbishop leads to the involvement of Martin Vail, Chicago's best attorney. As he studies the suspects, he becomes convinced of certain aspects, but there's more to the story than meets the eye.","Daisuke Nishio, Hirotoshi Rissen, Kazuhisa Takenouchi","Romanthony, Thomas Bangalter","Animation, Adventure, Music"
1278.0,Who Framed Roger Rabbit,1988.0,7.7,104.0,224000.0,PG,83.0,"When a cartoon rabbit is accused of murder, he enlists the help of a burnt out private investigator to prove his innocence.",Sidney Lumet,"Sean Connery, Harry Andrews, Ian Bannen","Drama, War"
1279.0,Gattaca,1997.0,7.7,106.0,333000.0,15,64.0,"Vincent, an ""In-Valid"", assumes the identity of a member of the genetic elite to pursue his goal of traveling into space with the Gattaca Aerospace Corporation. However, a week before his mission, a murder marks Vincent as a suspect.",Henry Roosevelt,Maya Kowalski,Documentary
1280.0,Apollo 13,1995.0,7.7,140.0,324000.0,PG,78.0,NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.,"Kanji Wakabayashi, Hiroshi Hamasaki, Takuya Satô","Mamoru Miyano, Asami Imai, Kana Hanazawa","Animation, Mystery, Sci-Fi"
1281.0,Crash,2004.0,7.7,112.0,454000.0,15,66.0,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.",Nikita Mikhalkov,"Nikita Mikhalkov, Ingeborga Dapkunaite, Oleg Menshikov","Drama, War"
1282.0,The Worst Person in the World,2021.0,7.7,128.0,108000.0,15,91.0,"The chronicles of four years in the life of Julie, a young woman who navigates the troubled waters of her love life and struggles to find her career path, leading her to take a realistic look at who she really is.",Jean Cocteau,"Jean Marais, François Périer, María Casares","Drama, Fantasy, Romance"
1283.0,X-Men: First Class,2011.0,7.7,131.0,742000.0,12A,65.0,"In the 1960s, superpowered humans Charles Xavier and Erik Lensherr work together to find others like them, but Erik's vengeful pursuit of an ambitious mutant who ruined his life causes a schism to divide them.",Dileesh Pothan,"Fahadh Faasil, Basil Joseph, Dileesh Pothan","Crime, Drama"
1284.0,Blazing Saddles,1974.0,7.7,93.0,157000.0,AA,73.0,"In order to ruin a western town and steal their land, a corrupt politician appoints a black sheriff, who promptly becomes his most formidable adversary.",Saket Chaudhary,"Irrfan Khan, Saba Qamar, Dishita Sehgal","Comedy, Drama"
